"Date Printed: Sunday, January 26, 2025 9:48:28 PM"
Title: "HIV prevalence | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | 2022 | Alameda County, CA | Alpine County, CA | Amador County, CA | Butte County, CA | Calaveras County, CA | Colusa County, CA | Contra Costa County, CA | Del Norte County, CA | El Dorado County, CA | Fresno County, CA | Glenn County, CA | Humboldt County, CA | Imperial County, CA | Inyo County, CA | Kern County, CA | Kings County, CA | Lake County, CA | Lassen County, CA | Los Angeles County, CA | Madera County, CA | Marin County, CA | Mariposa County, CA | Mendocino County, CA | Merced County, CA | Modoc County, CA | Mono County, CA | Monterey County, CA | Napa County, CA | Nevada County, CA | Orange County, CA | Placer County, CA | Plumas County, CA | Riverside County, CA | Sacramento County, CA | San Benito County, CA | San Bernardino County, CA | San Diego County, CA | San Francisco County, CA | San Joaquin County, CA | San Luis Obispo County, CA | San Mateo County, CA | Santa Barbara County, CA | Santa Clara County, CA | Santa Cruz County, CA | Shasta County, CA | Sierra County, CA | Siskiyou County, CA | Solano County, CA | Sonoma County, CA | Stanislaus County, CA | Sutter County, CA | Tehama County, CA | Trinity County, CA | Tulare County, CA | Tuolumne County, CA | Ventura County, CA | Yolo County, CA | Yuba County, CA | American Indian/Alaska Native | Asian | Black/African American | Hispanic/Latino | Multiracial | Native Hawaiian/Other Pacific Islander | White | Both sexes | Ages 13 years and older | All transmission categories""
Footnote(s): Data for 2023 and 2024 are considered preliminary (subject to a 12-month reporting delay). Inclusion of preliminary data in trend assessments is discouraged. Numbers less than 12͵ and rates and percentages based on these numbers͵ should be interpreted with caution. HIV diagnoses and PrEP data for the year 2020͵ which coincided with the onset of the COVID-19 pandemic͵ should be interpreted with caution due to the impact of the pandemic on access to HIV testing͵ PrEP prescriptions͵ and care-related services. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
   Prevalence data for the year 2022 are preliminary and based on death data received by CDC as of December 2023. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. See Technical Notes for death reporting by jurisdiction.
   ^ Jurisdiction with incomplete reporting of deaths for most recent year.
   The 'Sex' column is used for either sex assigned at birth or gender identity.
   NA - Not applicable.



Indicator,Year,State,County,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Solano County","Solano County, CA","06095","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,716"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Solano County","Solano County, CA","06095","Ages 13 years and older","Asian","Both sexes","All transmission categories","63","101.2","62,232"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Solano County","Solano County, CA","06095","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","439","831.9","52,773"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Solano County","Solano County, CA","06095","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","304","308.5","98,535"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Solano County","Solano County, CA","06095","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","3,393"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Solano County","Solano County, CA","06095","Ages 13 years and older","White","Both sexes","All transmission categories","396","270.9","146,161"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Solano County","Solano County, CA","06095","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","76","448.3","16,952"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Sonoma County","Sonoma County, CA","06097","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","2,941"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Sonoma County","Sonoma County, CA","06097","Ages 13 years and older","Asian","Both sexes","All transmission categories","26","137.0","18,979"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Sonoma County","Sonoma County, CA","06097","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","74","1061.1","6,974"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Sonoma County","Sonoma County, CA","06097","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","276","256.4","107,662"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Sonoma County","Sonoma County, CA","06097","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,380"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Sonoma County","Sonoma County, CA","06097","Ages 13 years and older","White","Both sexes","All transmission categories","990","360.5","274,630"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Sonoma County","Sonoma County, CA","06097","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","54","505.3","10,686"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Stanislaus County","Stanislaus County, CA","06099","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","2,438"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Stanislaus County","Stanislaus County, CA","06099","Ages 13 years and older","Asian","Both sexes","All transmission categories","28","109.1","25,670"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Stanislaus County","Stanislaus County, CA","06099","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","79","636.6","12,409"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Stanislaus County","Stanislaus County, CA","06099","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","385","188.0","204,841"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Stanislaus County","Stanislaus County, CA","06099","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","3,432"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Stanislaus County","Stanislaus County, CA","06099","Ages 13 years and older","White","Both sexes","All transmission categories","295","156.2","188,849"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Stanislaus County","Stanislaus County, CA","06099","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","37","347.9","10,634"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Sutter County","Sutter County, CA","06101","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","0","0.0","803"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Sutter County","Sutter County, CA","06101","Ages 13 years and older","Asian","Both sexes","All transmission categories","11","77.6","14,177"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Sutter County","Sutter County, CA","06101","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,803"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Sutter County","Sutter County, CA","06101","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","47","193.4","24,302"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Sutter County","Sutter County, CA","06101","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","0","0.0","259"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Sutter County","Sutter County, CA","06101","Ages 13 years and older","White","Both sexes","All transmission categories","58","152.4","38,045"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Sutter County","Sutter County, CA","06101","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","2,325"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Tehama County","Tehama County, CA","06103","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","0","0.0","1,056"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Tehama County","Tehama County, CA","06103","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","699"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Tehama County","Tehama County, CA","06103","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","428"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Tehama County","Tehama County, CA","06103","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","16","123.8","12,922"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Tehama County","Tehama County, CA","06103","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","89"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Tehama County","Tehama County, CA","06103","Ages 13 years and older","White","Both sexes","All transmission categories","27","70.7","38,195"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Tehama County","Tehama County, CA","06103","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,324"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Trinity County","Trinity County, CA","06105","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","583"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Trinity County","Trinity County, CA","06105","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","235"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Trinity County","Trinity County, CA","06105","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","71"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Trinity County","Trinity County, CA","06105","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","995"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Trinity County","Trinity County, CA","06105","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","23"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Trinity County","Trinity County, CA","06105","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","11,658"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Trinity County","Trinity County, CA","06105","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","550"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Tulare County","Tulare County, CA","06107","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","0","0.0","2,782"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Tulare County","Tulare County, CA","06107","Ages 13 years and older","Asian","Both sexes","All transmission categories","12","90.0","13,326"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Tulare County","Tulare County, CA","06107","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","20","416.0","4,808"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Tulare County","Tulare County, CA","06107","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","319","135.1","236,049"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Tulare County","Tulare County, CA","06107","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","0","0.0","363"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Tulare County","Tulare County, CA","06107","Ages 13 years and older","White","Both sexes","All transmission categories","158","142.6","110,798"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Tulare County","Tulare County, CA","06107","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","6","129.9","4,618"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Tuolumne County","Tuolumne County, CA","06109","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","743"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Tuolumne County","Tuolumne County, CA","06109","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","649"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Tuolumne County","Tuolumne County, CA","06109","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","897"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Tuolumne County","Tuolumne County, CA","06109","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","5,773"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Tuolumne County","Tuolumne County, CA","06109","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","96"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Tuolumne County","Tuolumne County, CA","06109","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","39,392"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Tuolumne County","Tuolumne County, CA","06109","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,146"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Ventura County","Ventura County, CA","06111","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","0","0.0","2,172"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Ventura County","Ventura County, CA","06111","Ages 13 years and older","Asian","Both sexes","All transmission categories","26","47.1","55,170"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Ventura County","Ventura County, CA","06111","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","54","405.6","13,313"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Ventura County","Ventura County, CA","06111","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","599","205.5","291,499"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Ventura County","Ventura County, CA","06111","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","2","157.3","1,271"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Ventura County","Ventura County, CA","06111","Ages 13 years and older","White","Both sexes","All transmission categories","414","124.0","333,927"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Ventura County","Ventura County, CA","06111","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","43","283.7","15,157"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Yolo County","Yolo County, CA","06113","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","957"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Yolo County","Yolo County, CA","06113","Ages 13 years and older","Asian","Both sexes","All transmission categories","9","31.7","28,427"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Yolo County","Yolo County, CA","06113","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","33","706.1","4,674"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Yolo County","Yolo County, CA","06113","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","110","196.6","55,942"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Yolo County","Yolo County, CA","06113","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","801"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Yolo County","Yolo County, CA","06113","Ages 13 years and older","White","Both sexes","All transmission categories","143","163.8","87,298"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Yolo County","Yolo County, CA","06113","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","15","212.8","7,050"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Yuba County","Yuba County, CA","06115","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","0","0.0","1,060"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Yuba County","Yuba County, CA","06115","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","4,526"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Yuba County","Yuba County, CA","06115","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","9","353.6","2,545"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Yuba County","Yuba County, CA","06115","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","30","166.3","18,036"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Yuba County","Yuba County, CA","06115","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","0","0.0","321"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Yuba County","Yuba County, CA","06115","Ages 13 years and older","White","Both sexes","All transmission categories","61","166.3","36,677"
"HIV prevalence","2020 (COVID-19 Pandemic)","CA","Yuba County","Yuba County, CA","06115","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","2,590"
"HIV prevalence","2021","CA","Alameda County","Alameda County, CA","06001","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","10","287.8","3,474"
"HIV prevalence","2021","CA","Alameda County","Alameda County, CA","06001","Ages 13 years and older","Asian","Both sexes","All transmission categories","409","87.1","469,477"
"HIV prevalence","2021","CA","Alameda County","Alameda County, CA","06001","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","2,203","1516.2","145,296"
"HIV prevalence","2021","CA","Alameda County","Alameda County, CA","06001","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","1,426","479.8","297,220"
"HIV prevalence","2021","CA","Alameda County","Alameda County, CA","06001","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","20","175.4","11,403"
"HIV prevalence","2021","CA","Alameda County","Alameda County, CA","06001","Ages 13 years and older","White","Both sexes","All transmission categories","1,609","370.1","434,799"
"HIV prevalence","2021","CA","Alameda County","Alameda County, CA","06001","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","303","604.8","50,101"
"HIV prevalence","2021","CA","Alpine County","Alpine County, CA","06003","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","190"
"HIV prevalence","2021","CA","Alpine County","Alpine County, CA","06003","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","19"
"HIV prevalence","2021","CA","Alpine County","Alpine County, CA","06003","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","2"
"HIV prevalence","2021","CA","Alpine County","Alpine County, CA","06003","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","119"
"HIV prevalence","2021","CA","Alpine County","Alpine County, CA","06003","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","0"
"HIV prevalence","2021","CA","Alpine County","Alpine County, CA","06003","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","738"
"HIV prevalence","2021","CA","Alpine County","Alpine County, CA","06003","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","33"
"HIV prevalence","2021","CA","Amador County","Amador County, CA","06005","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","496"
"HIV prevalence","2021","CA","Amador County","Amador County, CA","06005","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","573"
"HIV prevalence","2021","CA","Amador County","Amador County, CA","06005","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,037"
"HIV prevalence","2021","CA","Amador County","Amador County, CA","06005","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","5,346"
"HIV prevalence","2021","CA","Amador County","Amador County, CA","06005","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","83"
"HIV prevalence","2021","CA","Amador County","Amador County, CA","06005","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","28,390"
"HIV prevalence","2021","CA","Amador County","Amador County, CA","06005","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","823"
"HIV prevalence","2021","CA","Butte County","Butte County, CA","06007","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","2,768"
"HIV prevalence","2021","CA","Butte County","Butte County, CA","06007","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","8,799"
"HIV prevalence","2021","CA","Butte County","Butte County, CA","06007","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","22","769.3","2,860"
"HIV prevalence","2021","CA","Butte County","Butte County, CA","06007","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","46","150.9","30,487"
"HIV prevalence","2021","CA","Butte County","Butte County, CA","06007","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","0","0.0","389"
"HIV prevalence","2021","CA","Butte County","Butte County, CA","06007","Ages 13 years and older","White","Both sexes","All transmission categories","160","127.4","125,621"
"HIV prevalence","2021","CA","Butte County","Butte County, CA","06007","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","8","139.2","5,747"
"HIV prevalence","2021","CA","Calaveras County","Calaveras County, CA","06009","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","500"
"HIV prevalence","2021","CA","Calaveras County","Calaveras County, CA","06009","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","706"
"HIV prevalence","2021","CA","Calaveras County","Calaveras County, CA","06009","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","357"
"HIV prevalence","2021","CA","Calaveras County","Calaveras County, CA","06009","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","5,274"
"HIV prevalence","2021","CA","Calaveras County","Calaveras County, CA","06009","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","84"
"HIV prevalence","2021","CA","Calaveras County","Calaveras County, CA","06009","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","32,587"
"HIV prevalence","2021","CA","Calaveras County","Calaveras County, CA","06009","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,170"
"HIV prevalence","2021","CA","Colusa County","Colusa County, CA","06011","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","249"
"HIV prevalence","2021","CA","Colusa County","Colusa County, CA","06011","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","232"
"HIV prevalence","2021","CA","Colusa County","Colusa County, CA","06011","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","206"
"HIV prevalence","2021","CA","Colusa County","Colusa County, CA","06011","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","10,453"
"HIV prevalence","2021","CA","Colusa County","Colusa County, CA","06011","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","70"
"HIV prevalence","2021","CA","Colusa County","Colusa County, CA","06011","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","6,436"
"HIV prevalence","2021","CA","Colusa County","Colusa County, CA","06011","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","247"
"HIV prevalence","2021","CA","Contra Costa County","Contra Costa County, CA","06013","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","9","326.1","2,760"
"HIV prevalence","2021","CA","Contra Costa County","Contra Costa County, CA","06013","Ages 13 years and older","Asian","Both sexes","All transmission categories","156","83.0","187,867"
"HIV prevalence","2021","CA","Contra Costa County","Contra Costa County, CA","06013","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","773","895.6","86,309"
"HIV prevalence","2021","CA","Contra Costa County","Contra Costa County, CA","06013","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","734","296.9","247,226"
"HIV prevalence","2021","CA","Contra Costa County","Contra Costa County, CA","06013","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","5","104.6","4,781"
"HIV prevalence","2021","CA","Contra Costa County","Contra Costa County, CA","06013","Ages 13 years and older","White","Both sexes","All transmission categories","942","222.2","423,979"
"HIV prevalence","2021","CA","Contra Costa County","Contra Costa County, CA","06013","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","116","332.0","34,935"
"HIV prevalence","2021","CA","Del Norte County","Del Norte County, CA","06015","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,597"
"HIV prevalence","2021","CA","Del Norte County","Del Norte County, CA","06015","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","672"
"HIV prevalence","2021","CA","Del Norte County","Del Norte County, CA","06015","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","788"
"HIV prevalence","2021","CA","Del Norte County","Del Norte County, CA","06015","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","4,601"
"HIV prevalence","2021","CA","Del Norte County","Del Norte County, CA","06015","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","41"
"HIV prevalence","2021","CA","Del Norte County","Del Norte County, CA","06015","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","14,971"
"HIV prevalence","2021","CA","Del Norte County","Del Norte County, CA","06015","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","812"
"HIV prevalence","2021","CA","El Dorado County","El Dorado County, CA","06017","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","0","0.0","1,269"
"HIV prevalence","2021","CA","El Dorado County","El Dorado County, CA","06017","Ages 13 years and older","Asian","Both sexes","All transmission categories","6","70.5","8,513"
"HIV prevalence","2021","CA","El Dorado County","El Dorado County, CA","06017","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","6","381.8","1,572"
"HIV prevalence","2021","CA","El Dorado County","El Dorado County, CA","06017","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","34","160.5","21,188"
"HIV prevalence","2021","CA","El Dorado County","El Dorado County, CA","06017","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","0","0.0","295"
"HIV prevalence","2021","CA","El Dorado County","El Dorado County, CA","06017","Ages 13 years and older","White","Both sexes","All transmission categories","173","132.5","130,538"
"HIV prevalence","2021","CA","El Dorado County","El Dorado County, CA","06017","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","11","233.1","4,719"
"HIV prevalence","2021","CA","Fresno County","Fresno County, CA","06019","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","11","219.8","5,005"
"HIV prevalence","2021","CA","Fresno County","Fresno County, CA","06019","Ages 13 years and older","Asian","Both sexes","All transmission categories","79","89.2","88,593"
"HIV prevalence","2021","CA","Fresno County","Fresno County, CA","06019","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","300","799.1","37,540"
"HIV prevalence","2021","CA","Fresno County","Fresno County, CA","06019","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","1,237","291.3","424,714"
"HIV prevalence","2021","CA","Fresno County","Fresno County, CA","06019","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","6","536.5","1,118"
"HIV prevalence","2021","CA","Fresno County","Fresno County, CA","06019","Ages 13 years and older","White","Both sexes","All transmission categories","520","213.7","243,303"
"HIV prevalence","2021","CA","Fresno County","Fresno County, CA","06019","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","49","372.8","13,144"
"HIV prevalence","2021","CA","Glenn County","Glenn County, CA","06021","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","370"
