"Date Printed: Monday, January 20, 2025 7:18:36 PM"
Title: "HIV diagnoses | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | 2022 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | Ages 13 years and older | Heterosexual contact | Injection drug use | Male-to-male sexual contact | Male-to-male sexual contact and injection drug use | Other""
Footnote(s): Data for 2023 and 2024 are considered preliminary (subject to a 12-month reporting delay). Inclusion of preliminary data in trend assessments is discouraged. Numbers less than 12͵ and rates and percentages based on these numbers͵ should be interpreted with caution. HIV diagnoses and PrEP data for the year 2020͵ which coincided with the onset of the COVID-19 pandemic͵ should be interpreted with caution due to the impact of the pandemic on access to HIV testing͵ PrEP prescriptions͵ and care-related services. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
   The 'Sex' column is used for either sex assigned at birth or gender identity.
   NA - Not applicable.



Indicator,Year,Geography,FIPS,Transmission Category,Cases,Rate per 100000
"HIV diagnoses","2020 (COVID-19 Pandemic)","Minnesota","27","Other","2","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Mississippi","28","Heterosexual contact","79","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Mississippi","28","Injection drug use","19","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Mississippi","28","Male-to-male sexual contact","300","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Mississippi","28","Male-to-male sexual contact and injection drug use","7","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Mississippi","28","Other","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Missouri","29","Heterosexual contact","81","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Missouri","29","Injection drug use","23","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Missouri","29","Male-to-male sexual contact","248","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Missouri","29","Male-to-male sexual contact and injection drug use","13","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Missouri","29","Other","2","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Montana","30","Heterosexual contact","2","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Montana","30","Injection drug use","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Montana","30","Male-to-male sexual contact","9","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Montana","30","Male-to-male sexual contact and injection drug use","3","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Montana","30","Other","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Nebraska","31","Heterosexual contact","16","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Nebraska","31","Injection drug use","8","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Nebraska","31","Male-to-male sexual contact","43","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Nebraska","31","Male-to-male sexual contact and injection drug use","6","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Nebraska","31","Other","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Nevada","32","Heterosexual contact","55","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Nevada","32","Injection drug use","25","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Nevada","32","Male-to-male sexual contact","291","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Nevada","32","Male-to-male sexual contact and injection drug use","22","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Nevada","32","Other","2","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Hampshire","33","Heterosexual contact","3","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Hampshire","33","Injection drug use","4","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Hampshire","33","Male-to-male sexual contact","19","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Hampshire","33","Male-to-male sexual contact and injection drug use","6","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Hampshire","33","Other","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Jersey","34","Heterosexual contact","220","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Jersey","34","Injection drug use","61","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Jersey","34","Male-to-male sexual contact","470","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Jersey","34","Male-to-male sexual contact and injection drug use","16","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Jersey","34","Other","3","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Mexico","35","Heterosexual contact","10","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Mexico","35","Injection drug use","13","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Mexico","35","Male-to-male sexual contact","101","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Mexico","35","Male-to-male sexual contact and injection drug use","9","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New Mexico","35","Other","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New York","36","Heterosexual contact","442","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New York","36","Injection drug use","164","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New York","36","Male-to-male sexual contact","1,334","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New York","36","Male-to-male sexual contact and injection drug use","50","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New York","36","Other","2","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","North Carolina","37","Heterosexual contact","227","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","North Carolina","37","Injection drug use","59","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","North Carolina","37","Male-to-male sexual contact","750","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","North Carolina","37","Male-to-male sexual contact and injection drug use","42","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","North Carolina","37","Other","1","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","North Dakota","38","Heterosexual contact","13","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","North Dakota","38","Injection drug use","2","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","North Dakota","38","Male-to-male sexual contact","19","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","North Dakota","38","Male-to-male sexual contact and injection drug use","2","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","North Dakota","38","Other","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Ohio","39","Heterosexual contact","164","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Ohio","39","Injection drug use","85","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Ohio","39","Male-to-male sexual contact","590","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Ohio","39","Male-to-male sexual contact and injection drug use","42","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Ohio","39","Other","2","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Oklahoma","40","Heterosexual contact","43","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Oklahoma","40","Injection drug use","32","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Oklahoma","40","Male-to-male sexual contact","243","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Oklahoma","40","Male-to-male sexual contact and injection drug use","23","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Oklahoma","40","Other","1","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Oregon","41","Heterosexual contact","18","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Oregon","41","Injection drug use","18","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Oregon","41","Male-to-male sexual contact","121","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Oregon","41","Male-to-male sexual contact and injection drug use","23","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Oregon","41","Other","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Pennsylvania","42","Heterosexual contact","221","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Pennsylvania","42","Injection drug use","71","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Pennsylvania","42","Male-to-male sexual contact","449","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Pennsylvania","42","Male-to-male sexual contact and injection drug use","47","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Pennsylvania","42","Other","1","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Rhode Island","44","Heterosexual contact","13","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Rhode Island","44","Injection drug use","3","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Rhode Island","44","Male-to-male sexual contact","31","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Rhode Island","44","Male-to-male sexual contact and injection drug use","6","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Rhode Island","44","Other","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","South Carolina","45","Heterosexual contact","158","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","South Carolina","45","Injection drug use","39","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","South Carolina","45","Male-to-male sexual contact","440","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","South Carolina","45","Male-to-male sexual contact and injection drug use","17","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","South Carolina","45","Other","1","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","South Dakota","46","Heterosexual contact","8","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","South Dakota","46","Injection drug use","4","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","South Dakota","46","Male-to-male sexual contact","24","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","South Dakota","46","Male-to-male sexual contact and injection drug use","1","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","South Dakota","46","Other","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Tennessee","47","Heterosexual contact","122","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Tennessee","47","Injection drug use","36","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Tennessee","47","Male-to-male sexual contact","460","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Tennessee","47","Male-to-male sexual contact and injection drug use","28","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Tennessee","47","Other","1","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Texas","48","Heterosexual contact","677","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Texas","48","Injection drug use","198","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Texas","48","Male-to-male sexual contact","2,589","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Texas","48","Male-to-male sexual contact and injection drug use","145","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Texas","48","Other","7","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Utah","49","Heterosexual contact","11","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Utah","49","Injection drug use","9","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Utah","49","Male-to-male sexual contact","95","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Utah","49","Male-to-male sexual contact and injection drug use","17","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Utah","49","Other","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Vermont","50","Heterosexual contact","3","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Vermont","50","Injection drug use","1","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Vermont","50","Male-to-male sexual contact","8","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Vermont","50","Male-to-male sexual contact and injection drug use","2","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Vermont","50","Other","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Virginia","51","Heterosexual contact","147","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Virginia","51","Injection drug use","28","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Virginia","51","Male-to-male sexual contact","434","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Virginia","51","Male-to-male sexual contact and injection drug use","12","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Virginia","51","Other","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Washington","53","Heterosexual contact","74","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Washington","53","Injection drug use","20","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Washington","53","Male-to-male sexual contact","294","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Washington","53","Male-to-male sexual contact and injection drug use","28","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Washington","53","Other","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","West Virginia","54","Heterosexual contact","8","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","West Virginia","54","Injection drug use","98","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","West Virginia","54","Male-to-male sexual contact","22","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","West Virginia","54","Male-to-male sexual contact and injection drug use","11","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","West Virginia","54","Other","0","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Wisconsin","55","Heterosexual contact","42","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Wisconsin","55","Injection drug use","12","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Wisconsin","55","Male-to-male sexual contact","148","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Wisconsin","55","Male-to-male sexual contact and injection drug use","9","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Wisconsin","55","Other","1","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Wyoming","56","Heterosexual contact","1","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Wyoming","56","Injection drug use","2","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Wyoming","56","Male-to-male sexual contact","7","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Wyoming","56","Male-to-male sexual contact and injection drug use","4","Data not available"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Wyoming","56","Other","0","Data not available"
"HIV diagnoses","2019","Alabama","01","Heterosexual contact","147","Data not available"
"HIV diagnoses","2019","Alabama","01","Injection drug use","34","Data not available"
"HIV diagnoses","2019","Alabama","01","Male-to-male sexual contact","435","Data not available"
"HIV diagnoses","2019","Alabama","01","Male-to-male sexual contact and injection drug use","15","Data not available"
"HIV diagnoses","2019","Alabama","01","Other","2","Data not available"
"HIV diagnoses","2019","Alaska","02","Heterosexual contact","6","Data not available"
"HIV diagnoses","2019","Alaska","02","Injection drug use","3","Data not available"
"HIV diagnoses","2019","Alaska","02","Male-to-male sexual contact","17","Data not available"
"HIV diagnoses","2019","Alaska","02","Male-to-male sexual contact and injection drug use","1","Data not available"
"HIV diagnoses","2019","Alaska","02","Other","0","Data not available"
"HIV diagnoses","2019","Arizona","04","Heterosexual contact","111","Data not available"
"HIV diagnoses","2019","Arizona","04","Injection drug use","59","Data not available"
"HIV diagnoses","2019","Arizona","04","Male-to-male sexual contact","506","Data not available"
"HIV diagnoses","2019","Arizona","04","Male-to-male sexual contact and injection drug use","53","Data not available"
"HIV diagnoses","2019","Arizona","04","Other","3","Data not available"
"HIV diagnoses","2019","Arkansas","05","Heterosexual contact","80","Data not available"
"HIV diagnoses","2019","Arkansas","05","Injection drug use","17","Data not available"
"HIV diagnoses","2019","Arkansas","05","Male-to-male sexual contact","180","Data not available"
"HIV diagnoses","2019","Arkansas","05","Male-to-male sexual contact and injection drug use","11","Data not available"
"HIV diagnoses","2019","Arkansas","05","Other","0","Data not available"
"HIV diagnoses","2019","California","06","Heterosexual contact","541","Data not available"
"HIV diagnoses","2019","California","06","Injection drug use","295","Data not available"
"HIV diagnoses","2019","California","06","Male-to-male sexual contact","3,484","Data not available"
"HIV diagnoses","2019","California","06","Male-to-male sexual contact and injection drug use","244","Data not available"
"HIV diagnoses","2019","California","06","Other","8","Data not available"
"HIV diagnoses","2019","Colorado","08","Heterosexual contact","87","Data not available"
"HIV diagnoses","2019","Colorado","08","Injection drug use","34","Data not available"
"HIV diagnoses","2019","Colorado","08","Male-to-male sexual contact","298","Data not available"
"HIV diagnoses","2019","Colorado","08","Male-to-male sexual contact and injection drug use","39","Data not available"
"HIV diagnoses","2019","Colorado","08","Other","1","Data not available"
"HIV diagnoses","2019","Connecticut","09","Heterosexual contact","53","Data not available"
"HIV diagnoses","2019","Connecticut","09","Injection drug use","21","Data not available"
"HIV diagnoses","2019","Connecticut","09","Male-to-male sexual contact","127","Data not available"
"HIV diagnoses","2019","Connecticut","09","Male-to-male sexual contact and injection drug use","4","Data not available"
"HIV diagnoses","2019","Connecticut","09","Other","1","Data not available"
"HIV diagnoses","2019","Delaware","10","Heterosexual contact","35","Data not available"
"HIV diagnoses","2019","Delaware","10","Injection drug use","9","Data not available"
"HIV diagnoses","2019","Delaware","10","Male-to-male sexual contact","47","Data not available"
"HIV diagnoses","2019","Delaware","10","Male-to-male sexual contact and injection drug use","3","Data not available"
"HIV diagnoses","2019","Delaware","10","Other","0","Data not available"
"HIV diagnoses","2019","District of Columbia","11","Heterosexual contact","65","Data not available"
"HIV diagnoses","2019","District of Columbia","11","Injection drug use","11","Data not available"
"HIV diagnoses","2019","District of Columbia","11","Male-to-male sexual contact","172","Data not available"
"HIV diagnoses","2019","District of Columbia","11","Male-to-male sexual contact and injection drug use","6","Data not available"
"HIV diagnoses","2019","District of Columbia","11","Other","1","Data not available"
"HIV diagnoses","2019","Florida","12","Heterosexual contact","1,338","Data not available"
"HIV diagnoses","2019","Florida","12","Injection drug use","214","Data not available"
"HIV diagnoses","2019","Florida","12","Male-to-male sexual contact","2,347","Data not available"
"HIV diagnoses","2019","Florida","12","Male-to-male sexual contact and injection drug use","107","Data not available"
"HIV diagnoses","2019","Florida","12","Other","4","Data not available"
"HIV diagnoses","2019","Georgia","13","Heterosexual contact","624","Data not available"
"HIV diagnoses","2019","Georgia","13","Injection drug use","93","Data not available"
"HIV diagnoses","2019","Georgia","13","Male-to-male sexual contact","1,623","Data not available"
"HIV diagnoses","2019","Georgia","13","Male-to-male sexual contact and injection drug use","73","Data not available"
"HIV diagnoses","2019","Georgia","13","Other","5","Data not available"
"HIV diagnoses","2019","Hawaii","15","Heterosexual contact","7","Data not available"
"HIV diagnoses","2019","Hawaii","15","Injection drug use","2","Data not available"
"HIV diagnoses","2019","Hawaii","15","Male-to-male sexual contact","55","Data not available"
"HIV diagnoses","2019","Hawaii","15","Male-to-male sexual contact and injection drug use","1","Data not available"
"HIV diagnoses","2019","Hawaii","15","Other","0","Data not available"
"HIV diagnoses","2019","Idaho","16","Heterosexual contact","5","Data not available"
"HIV diagnoses","2019","Idaho","16","Injection drug use","4","Data not available"
"HIV diagnoses","2019","Idaho","16","Male-to-male sexual contact","21","Data not available"
"HIV diagnoses","2019","Idaho","16","Male-to-male sexual contact and injection drug use","4","Data not available"
"HIV diagnoses","2019","Idaho","16","Other","1","Data not available"
"HIV diagnoses","2019","Illinois","17","Heterosexual contact","291","Data not available"
"HIV diagnoses","2019","Illinois","17","Injection drug use","65","Data not available"
"HIV diagnoses","2019","Illinois","17","Male-to-male sexual contact","898","Data not available"
"HIV diagnoses","2019","Illinois","17","Male-to-male sexual contact and injection drug use","33","Data not available"
"HIV diagnoses","2019","Illinois","17","Other","9","Data not available"
"HIV diagnoses","2019","Indiana","18","Heterosexual contact","129","Data not available"
"HIV diagnoses","2019","Indiana","18","Injection drug use","43","Data not available"
"HIV diagnoses","2019","Indiana","18","Male-to-male sexual contact","277","Data not available"
"HIV diagnoses","2019","Indiana","18","Male-to-male sexual contact and injection drug use","33","Data not available"
"HIV diagnoses","2019","Indiana","18","Other","0","Data not available"
"HIV diagnoses","2019","Iowa","19","Heterosexual contact","33","Data not available"
"HIV diagnoses","2019","Iowa","19","Injection drug use","8","Data not available"
"HIV diagnoses","2019","Iowa","19","Male-to-male sexual contact","50","Data not available"
"HIV diagnoses","2019","Iowa","19","Male-to-male sexual contact and injection drug use","9","Data not available"
"HIV diagnoses","2019","Iowa","19","Other","0","Data not available"
"HIV diagnoses","2019","Kansas","20","Heterosexual contact","31","Data not available"
"HIV diagnoses","2019","Kansas","20","Injection drug use","7","Data not available"
"HIV diagnoses","2019","Kansas","20","Male-to-male sexual contact","84","Data not available"
"HIV diagnoses","2019","Kansas","20","Male-to-male sexual contact and injection drug use","10","Data not available"
"HIV diagnoses","2019","Kansas","20","Other","0","Data not available"
"HIV diagnoses","2019","Kentucky","21","Heterosexual contact","45","Data not available"
"HIV diagnoses","2019","Kentucky","21","Injection drug use","51","Data not available"
"HIV diagnoses","2019","Kentucky","21","Male-to-male sexual contact","197","Data not available"
"HIV diagnoses","2019","Kentucky","21","Male-to-male sexual contact and injection drug use","32","Data not available"
"HIV diagnoses","2019","Kentucky","21","Other","0","Data not available"
"HIV diagnoses","2019","Louisiana","22","Heterosexual contact","300","Data not available"
"HIV diagnoses","2019","Louisiana","22","Injection drug use","54","Data not available"
"HIV diagnoses","2019","Louisiana","22","Male-to-male sexual contact","492","Data not available"
"HIV diagnoses","2019","Louisiana","22","Male-to-male sexual contact and injection drug use","31","Data not available"
"HIV diagnoses","2019","Louisiana","22","Other","1","Data not available"
"HIV diagnoses","2019","Maine","23","Heterosexual contact","11","Data not available"
"HIV diagnoses","2019","Maine","23","Injection drug use","4","Data not available"
"HIV diagnoses","2019","Maine","23","Male-to-male sexual contact","16","Data not available"
"HIV diagnoses","2019","Maine","23","Male-to-male sexual contact and injection drug use","0","Data not available"
"HIV diagnoses","2019","Maine","23","Other","0","Data not available"
"HIV diagnoses","2019","Maryland","24","Heterosexual contact","369","Data not available"
"HIV diagnoses","2019","Maryland","24","Injection drug use","52","Data not available"
"HIV diagnoses","2019","Maryland","24","Male-to-male sexual contact","479","Data not available"
"HIV diagnoses","2019","Maryland","24","Male-to-male sexual contact and injection drug use","11","Data not available"
"HIV diagnoses","2019","Maryland","24","Other","2","Data not available"
"HIV diagnoses","2019","Massachusetts","25","Heterosexual contact","140","Data not available"
"HIV diagnoses","2019","Massachusetts","25","Injection drug use","91","Data not available"
"HIV diagnoses","2019","Massachusetts","25","Male-to-male sexual contact","277","Data not available"
"HIV diagnoses","2019","Massachusetts","25","Male-to-male sexual contact and injection drug use","21","Data not available"
"HIV diagnoses","2019","Massachusetts","25","Other","4","Data not available"
"HIV diagnoses","2019","Michigan","26","Heterosexual contact","117","Data not available"
"HIV diagnoses","2019","Michigan","26","Injection drug use","36","Data not available"
"HIV diagnoses","2019","Michigan","26","Male-to-male sexual contact","496","Data not available"
"HIV diagnoses","2019","Michigan","26","Male-to-male sexual contact and injection drug use","23","Data not available"
"HIV diagnoses","2019","Michigan","26","Other","2","Data not available"
"HIV diagnoses","2019","Minnesota","27","Heterosexual contact","72","Data not available"
"HIV diagnoses","2019","Minnesota","27","Injection drug use","27","Data not available"
"HIV diagnoses","2019","Minnesota","27","Male-to-male sexual contact","152","Data not available"
"HIV diagnoses","2019","Minnesota","27","Male-to-male sexual contact and injection drug use","22","Data not available"
"HIV diagnoses","2019","Minnesota","27","Other","1","Data not available"
"HIV diagnoses","2019","Mississippi","28","Heterosexual contact","106","Data not available"
"HIV diagnoses","2019","Mississippi","28","Injection drug use","24","Data not available"
"HIV diagnoses","2019","Mississippi","28","Male-to-male sexual contact","330","Data not available"
"HIV diagnoses","2019","Mississippi","28","Male-to-male sexual contact and injection drug use","8","Data not available"
"HIV diagnoses","2019","Mississippi","28","Other","0","Data not available"
"HIV diagnoses","2019","Missouri","29","Heterosexual contact","133","Data not available"
"HIV diagnoses","2019","Missouri","29","Injection drug use","24","Data not available"
"HIV diagnoses","2019","Missouri","29","Male-to-male sexual contact","298","Data not available"
"HIV diagnoses","2019","Missouri","29","Male-to-male sexual contact and injection drug use","35","Data not available"
"HIV diagnoses","2019","Missouri","29","Other","1","Data not available"
"HIV diagnoses","2019","Montana","30","Heterosexual contact","3","Data not available"
"HIV diagnoses","2019","Montana","30","Injection drug use","4","Data not available"
"HIV diagnoses","2019","Montana","30","Male-to-male sexual contact","13","Data not available"
"HIV diagnoses","2019","Montana","30","Male-to-male sexual contact and injection drug use","5","Data not available"
"HIV diagnoses","2019","Montana","30","Other","0","Data not available"
"HIV diagnoses","2019","Nebraska","31","Heterosexual contact","14","Data not available"
"HIV diagnoses","2019","Nebraska","31","Injection drug use","6","Data not available"
"HIV diagnoses","2019","Nebraska","31","Male-to-male sexual contact","48","Data not available"
"HIV diagnoses","2019","Nebraska","31","Male-to-male sexual contact and injection drug use","11","Data not available"
"HIV diagnoses","2019","Nebraska","31","Other","1","Data not available"
"HIV diagnoses","2019","Nevada","32","Heterosexual contact","71","Data not available"
"HIV diagnoses","2019","Nevada","32","Injection drug use","40","Data not available"
"HIV diagnoses","2019","Nevada","32","Male-to-male sexual contact","367","Data not available"
"HIV diagnoses","2019","Nevada","32","Male-to-male sexual contact and injection drug use","37","Data not available"
"HIV diagnoses","2019","Nevada","32","Other","3","Data not available"
"HIV diagnoses","2019","New Hampshire","33","Heterosexual contact","6","Data not available"
"HIV diagnoses","2019","New Hampshire","33","Injection drug use","1","Data not available"
"HIV diagnoses","2019","New Hampshire","33","Male-to-male sexual contact","20","Data not available"
"HIV diagnoses","2019","New Hampshire","33","Male-to-male sexual contact and injection drug use","3","Data not available"
"HIV diagnoses","2019","New Hampshire","33","Other","0","Data not available"
"HIV diagnoses","2019","New Jersey","34","Heterosexual contact","305","Data not available"
"HIV diagnoses","2019","New Jersey","34","Injection drug use","119","Data not available"
"HIV diagnoses","2019","New Jersey","34","Male-to-male sexual contact","618","Data not available"
"HIV diagnoses","2019","New Jersey","34","Male-to-male sexual contact and injection drug use","31","Data not available"
"HIV diagnoses","2019","New Jersey","34","Other","2","Data not available"
"HIV diagnoses","2019","New Mexico","35","Heterosexual contact","25","Data not available"
"HIV diagnoses","2019","New Mexico","35","Injection drug use","17","Data not available"
"HIV diagnoses","2019","New Mexico","35","Male-to-male sexual contact","116","Data not available"
"HIV diagnoses","2019","New Mexico","35","Male-to-male sexual contact and injection drug use","18","Data not available"
"HIV diagnoses","2019","New Mexico","35","Other","0","Data not available"
